name,dum,type,temperature,flag,ref_num,parsed_form,chem_flags,C_flags,N_flags,O_flags,S_flags,V_flags,Cr_flags,Mn_flags,Fe_flags,Co_flags,Ni_flags,Cu_flags,As_flags,Se_flags,La_flags,Ce_flags,Pr_flags,Nd_flags,Pm_flags,Sm_flags,Eu_flags,Gd_flags,Tb_flags,Dy_flags,Ho_flags,Er_flags,Tm_flags,Yb_flags,Lu_flags,Hf_flags,Ta_flags
TbIrSi,2837,Néel,32.0,False,1,"{'Tb': 1.0, 'Ir': 1.0, 'Si': 1.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
TbFe2Si2,2835,Néel,5.0,False,1,"{'Tb': 1.0, 'Fe': 2.0, 'Si': 2.0}",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Er2Fe14B,2834,Curie,548.0,False,1,"{'Er': 2.0, 'Fe': 14.0, 'B': 1.0}",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Ag3Co2SbO6,2833,Néel,21.0,False,1,"{'Ag': 3.0, 'Co': 2.0, 'Sb': 1.0, 'O': 6.0}",True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mn55Ga45,2832,Curie,590.5,False,2,"{'Mn': 55.0, 'Ga': 45.0}",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Si1,2831,Curie,215.0,False,2,{'Si': 1.0},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KTiOPO4,2830,Curie,1208.0,False,2,"{'K': 1.0, 'Ti': 1.0, 'O': 5.0, 'P': 1.0}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NdGdFe17,2829,Curie,400.0,False,1,"{'Nd': 1.0, 'Gd': 1.0, 'Fe': 17.0}",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
KTaO3,2828,Curie,8.6,False,5,"{'K': 1.0, 'Ta': 1.0, 'O': 3.0}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Fe64Ni36,2827,Curie,65.0,False,1,"{'Fe': 64.0, 'Ni': 36.0}",True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BiO3,2826,Curie,30.0,False,1,"{'Bi': 1.0, 'O': 3.0}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Co2Y,2824,Curie,630.0,False,1,"{'Co': 2.0, 'Y': 1.0}",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CeRu2Ge2,2823,Néel,7.666666666666667,False,3,"{'Ce': 1.0, 'Ru': 2.0, 'Ge': 2.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GdMgSn,2822,Néel,48.0,False,5,"{'Gd': 1.0, 'Mg': 1.0, 'Sn': 1.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
LaMnSi2,2820,Curie,382.6666666666667,False,3,"{'La': 1.0, 'Mn': 1.0, 'Si': 2.0}",True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sr2NaNb5O15*,2819,Curie,553.0,False,1,"{'Sr': 2.0, 'Na': 1.0, 'Nb': 5.0, 'O': 15.0}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fe85B8Si4P3,2818,Curie,826.0,False,1,"{'Fe': 85.0, 'B': 8.0, 'Si': 4.0, 'P': 3.0}",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LaRu4P12,2817,Curie,7.0,False,1,"{'La': 1.0, 'Ru': 4.0, 'P': 12.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cr3Te4,2816,Curie,320.0,False,2,"{'Cr': 3.0, 'Te': 4.0}",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Na4CoTeO6,2815,Néel,3.0,False,1,"{'Na': 4.0, 'Co': 1.0, 'Te': 1.0, 'O': 6.0}",True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Al55Cu15Fe30,2814,Curie,127.0,False,1,"{'Al': 55.0, 'Cu': 15.0, 'Fe': 30.0}",True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SmFe6Co4Ti,2812,Curie,864.0,False,1,"{'Sm': 1.0, 'Fe': 6.0, 'Co': 4.0, 'Ti': 1.0}",True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
TbPdAl,2811,Néel,32.17142857142857,False,35,"{'Tb': 1.0, 'Pd': 1.0, 'Al': 1.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
PrCu4Pd,2810,Curie,1.0,False,3,"{'Pr': 1.0, 'Cu': 4.0, 'Pd': 1.0}",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nd7Pd3,2809,Néel,30.615384615384617,False,13,"{'Nd': 7.0, 'Pd': 3.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Ho2In,2808,Curie,50.5,False,2,"{'Ho': 2.0, 'In': 1.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Cs2RbC60,2807,Curie,33.0,False,1,"{'Cs': 2.0, 'Rb': 1.0, 'C': 60.0}",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zr,2806,Curie,320.5882352941176,False,17,{'Zr': 1.0},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pr,2805,Curie,199.91304347826087,False,23,{'Pr': 1.0},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fe2B2O5,2804,Néel,70.0,False,3,"{'Fe': 2.0, 'B': 2.0, 'O': 5.0}",True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bi5Ti3CrO15,2803,Curie,968.0,False,4,"{'Bi': 5.0, 'Ti': 3.0, 'Cr': 1.0, 'O': 15.0}",True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
La(Fe,2802,Curie,287.0,False,2,{'La': 1.0},True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
La2ZnTiO6,2801,Curie,350.0,False,2,"{'La': 2.0, 'Zn': 1.0, 'Ti': 1.0, 'O': 6.0}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ErRhGa,2800,Néel,4.0,False,3,"{'Er': 1.0, 'Rh': 1.0, 'Ga': 1.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
NiCoMnIn,2799,Curie,385.0,False,1,"{'Ni': 1.0, 'Co': 1.0, 'Mn': 1.0, 'In': 1.0}",True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ge1,2798,Curie,400.0,False,1,{'Ge': 1.0},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GdSb,2797,Néel,15.0,False,2,"{'Gd': 1.0, 'Sb': 1.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Tb2CuGe3,2796,Néel,19.0,False,4,"{'Tb': 2.0, 'Cu': 1.0, 'Ge': 3.0}",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
SmCu2,2795,Néel,22.0,False,1,"{'Sm': 1.0, 'Cu': 2.0}",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
NdCrO3,2794,Néel,222.33333333333331,False,3,"{'Nd': 1.0, 'Cr': 1.0, 'O': 3.0}",True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
LuMnO3,2793,Néel,85.0,False,4,"{'Lu': 1.0, 'Mn': 1.0, 'O': 3.0}",True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TbNiIn,2792,Néel,50.0,False,2,"{'Tb': 1.0, 'Ni': 1.0, 'In': 1.0}",True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
YMn2O5,2791,Néel,39.66666666666666,False,15,"{'Y': 1.0, 'Mn': 2.0, 'O': 5.0}",True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
C7N2H13Cl4Fe,2790,Néel,4.0,False,1,"{'C': 7.0, 'N': 2.0, 'H': 13.0, 'Cl': 4.0, 'Fe': 1.0}",True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CuCr2Te4,2789,Curie,326.0,False,1,"{'Cu': 1.0, 'Cr': 2.0, 'Te': 4.0}",True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dy5Si3,2788,Néel,131.0,False,6,"{'Dy': 5.0, 'Si': 3.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
TbMn2O5,2787,Curie,34.666666666666664,False,6,"{'Tb': 1.0, 'Mn': 2.0, 'O': 5.0}",True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Nd2Fe14B,2786,Curie,585.7272727272727,False,11,"{'Nd': 2.0, 'Fe': 14.0, 'B': 1.0}",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
PdCo,2783,Curie,328.0,False,1,"{'Pd': 1.0, 'Co': 1.0}",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ho6Nb4Al43,2782,Néel,3.0,False,3,"{'Ho': 6.0, 'Nb': 4.0, 'Al': 43.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Yb5Ge4,2781,Néel,1.0,False,2,"{'Yb': 5.0, 'Ge': 4.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
RuSr2YCu2O8,2780,Curie,74.66666666666667,False,3,"{'Ru': 1.0, 'Sr': 2.0, 'Y': 1.0, 'Cu': 2.0, 'O': 8.0}",True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CoTa2O6,2777,Néel,4.333333333333333,False,6,"{'Co': 1.0, 'Ta': 2.0, 'O': 6.0}",True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
NdTbFe14Al3,2776,Curie,485.0,False,1,"{'Nd': 1.0, 'Tb': 1.0, 'Fe': 14.0, 'Al': 3.0}",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Sr2Bi4Ti5O18,2775,Curie,489.4285714285714,False,7,"{'Sr': 2.0, 'Bi': 4.0, 'Ti': 5.0, 'O': 18.0}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ni45Co5Mn38Sb9Ge3,2774,Curie,290.0,False,1,"{'Ni': 45.0, 'Co': 5.0, 'Mn': 38.0, 'Sb': 9.0, 'Ge': 3.0}",True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CoCr2O4,2773,Curie,94.55555555555556,False,9,"{'Co': 1.0, 'Cr': 2.0, 'O': 4.0}",True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
La2Ti2O7,2772,Curie,1599.6666666666667,False,15,"{'La': 2.0, 'Ti': 2.0, 'O': 7.0}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FeCl,2770,Néel,8.0,False,1,"{'Fe': 1.0, 'Cl': 1.0}",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ra,2769,Curie,317.0,False,1,{'Ra': 1.0},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EuCo2Ge2,2768,Néel,24.0,False,4,"{'Eu': 1.0, 'Co': 2.0, 'Ge': 2.0}",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
LaMn2Ge2,2765,Néel,410.0,False,2,"{'La': 1.0, 'Mn': 2.0, 'Ge': 2.0}",True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GdVO4,2764,Néel,1.5,False,2,"{'Gd': 1.0, 'V': 1.0, 'O': 4.0}",True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Ho6MnBi2,2763,Curie,129.0,False,2,"{'Ho': 6.0, 'Mn': 1.0, 'Bi': 2.0}",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
SmNi3CoB,2761,Curie,90.0,False,1,"{'Sm': 1.0, 'Ni': 3.0, 'Co': 1.0, 'B': 1.0}",True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
NdCo2Si2,2760,Néel,22.0,False,9,"{'Nd': 1.0, 'Co': 2.0, 'Si': 2.0}",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Ni82Cr10Fe8,2758,Curie,305.0,False,2,"{'Ni': 82.0, 'Cr': 10.0, 'Fe': 8.0}",True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CeRu2,2756,Curie,5.0,False,3,"{'Ce': 1.0, 'Ru': 2.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DySi,2755,Néel,30.8,False,15,"{'Dy': 1.0, 'Si': 1.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
SbSBr,2754,Curie,22.0,False,1,"{'Sb': 1.0, 'S': 1.0, 'Br': 1.0}",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pr2Fe17C,2753,Curie,374.0,False,2,"{'Pr': 2.0, 'Fe': 17.0, 'C': 1.0}",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fe50Mn15Ni35,2752,Curie,242.0,False,5,"{'Fe': 50.0, 'Mn': 15.0, 'Ni': 35.0}",True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gd3Co29Ge4B10,2751,Curie,236.0,False,1,"{'Gd': 3.0, 'Co': 29.0, 'Ge': 4.0, 'B': 10.0}",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Ni42Co8Mn30Fe2Ga18,2750,Curie,205.0,False,1,"{'Ni': 42.0, 'Co': 8.0, 'Mn': 30.0, 'Fe': 2.0, 'Ga': 18.0}",True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CoSb2O6,2749,Néel,12.0,False,4,"{'Co': 1.0, 'Sb': 2.0, 'O': 6.0}",True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HoPdGa,2748,Néel,7.0,False,1,"{'Ho': 1.0, 'Pd': 1.0, 'Ga': 1.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
NdTbFe11Al6,2747,Curie,354.0,False,1,"{'Nd': 1.0, 'Tb': 1.0, 'Fe': 11.0, 'Al': 6.0}",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
CrSiTe3,2746,Curie,45.25,False,4,"{'Cr': 1.0, 'Si': 1.0, 'Te': 3.0}",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ni43Co7Mn39Sn11,2745,Curie,404.0,False,1,"{'Ni': 43.0, 'Co': 7.0, 'Mn': 39.0, 'Sn': 11.0}",True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fe70Cr10B20,2743,Curie,721.5,False,2,"{'Fe': 70.0, 'Cr': 10.0, 'B': 20.0}",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mn20,2742,Néel,130.0,False,3,{'Mn': 20.0},True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CoAl2O4,2740,Néel,5.0,False,2,"{'Co': 1.0, 'Al': 2.0, 'O': 4.0}",True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NdCo2B2,2739,Curie,27.0,False,1,"{'Nd': 1.0, 'Co': 2.0, 'B': 2.0}",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Ho6Pb2Se11,2738,Néel,2.0,False,3,"{'Ho': 6.0, 'Pb': 2.0, 'Se': 11.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ZrOsSi,2736,Curie,1.0,False,1,"{'Zr': 1.0, 'Os': 1.0, 'Si': 1.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fe77B15Si5Zr3,2735,Curie,581.0,False,1,"{'Fe': 77.0, 'B': 15.0, 'Si': 5.0, 'Zr': 3.0}",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FeCoCrZrB,2734,Curie,200.0,False,1,"{'Fe': 1.0, 'Co': 1.0, 'Cr': 1.0, 'Zr': 1.0, 'B': 1.0}",True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mn60Ga40,2733,Curie,653.0,False,1,"{'Mn': 60.0, 'Ga': 40.0}",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gd6Co2Si3,2732,Curie,295.0,False,1,"{'Gd': 6.0, 'Co': 2.0, 'Si': 3.0}",True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
PbTiNb2O8,2731,Curie,631.0,False,2,"{'Pb': 1.0, 'Ti': 1.0, 'Nb': 2.0, 'O': 8.0}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Na4NiTeO6,2730,Néel,6.0,False,1,"{'Na': 4.0, 'Ni': 1.0, 'Te': 1.0, 'O': 6.0}",True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CdMnTe,2728,Curie,26.5,False,4,"{'Cd': 1.0, 'Mn': 1.0, 'Te': 1.0}",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mn3Ga,2727,Curie,210.33333333333331,False,15,"{'Mn': 3.0, 'Ga': 1.0}",True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pb4Li2Ta10O30,2725,Curie,335.0,False,1,"{'Pb': 4.0, 'Li': 2.0, 'Ta': 10.0, 'O': 30.0}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
KNbO3,2724,Curie,620.8333333333334,False,12,"{'K': 1.0, 'Nb': 1.0, 'O': 3.0}",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dy2Ni2Sn,2723,Néel,44.2,False,5,"{'Dy': 2.0, 'Ni': 2.0, 'Sn': 1.0}",True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Fe3O4,2722,Curie,807.9625,False,80,"{'Fe': 3.0, 'O': 4.0}",True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fe70V10B12Si8,2721,Curie,434.0,False,1,"{'Fe': 70.0, 'V': 10.0, 'B': 12.0, 'Si': 8.0}",True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ErPdGa,2720,Néel,5.0,False,1,"{'Er': 1.0, 'Pd': 1.0, 'Ga': 1.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Fe86Zr11B3,2718,Curie,301.5,False,2,"{'Fe': 86.0, 'Zr': 11.0, 'B': 3.0}",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CaFe4As3,2717,Néel,57.0,False,2,"{'Ca': 1.0, 'Fe': 4.0, 'As': 3.0}",True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SrNi2P2,2716,Curie,0.5,False,2,"{'Sr': 1.0, 'Ni': 2.0, 'P': 2.0}",True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dy3Cu4Ge4,2715,Néel,16.0,False,1,"{'Dy': 3.0, 'Cu': 4.0, 'Ge': 4.0}",True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"Fe,O",2714,Néel,91.5,False,2,{'Fe': 1.0},True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TbFe2,2713,Curie,657.6666666666666,False,6,"{'Tb': 1.0, 'Fe': 2.0}",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
LaPtSi,2712,Curie,3.0,False,1,"{'La': 1.0, 'Pt': 1.0, 'Si': 1.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fm,2711,Néel,202.0952380952381,False,21,{'Fm': 1.0},True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fe2CrAl,2710,Curie,241.7142857142857,False,7,"{'Fe': 2.0, 'Cr': 1.0, 'Al': 1.0}",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
LaCo5,2709,Curie,799.0,False,3,"{'La': 1.0, 'Co': 5.0}",True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bi2NiMnO6,2708,Curie,140.0,False,5,"{'Bi': 2.0, 'Ni': 1.0, 'Mn': 1.0, 'O': 6.0}",True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dy6Ta4Al43,2707,Néel,4.5,False,6,"{'Dy': 6.0, 'Ta': 4.0, 'Al': 43.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
CeAl2,2706,Néel,3.0,False,7,"{'Ce': 1.0, 'Al': 2.0}",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PtFe,2705,Curie,750.0,False,2,"{'Pt': 1.0, 'Fe': 1.0}",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bi2FeMnO6,2704,Curie,105.0,False,1,"{'Bi': 2.0, 'Fe': 1.0, 'Mn': 1.0, 'O': 6.0}",True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tb3Ni6Al2,2703,Néel,59.66666666666666,False,3,"{'Tb': 3.0, 'Ni': 6.0, 'Al': 2.0}",True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
